Account_No,Age,Gender,EducationLevel,Marital_Status,Account_Type,No_Of_Linked_Accounts,No_Of_Months_On_Bank,Has_Credit_Card,Credit_Score,Estimated_Income,Balance_Amount
4998372710,49,Female,Graduate,Married,Savings,2,34,Yes,714,Less than 40K,545694387.5
4998372711,46,Male,High School,Single,Savings,1,23,Yes,626,120K +,544473592.8
4998372712,36,Female,Uneducated,Single,Savings,2,36,Yes,697,Less than 40K,544239217.8
4998372713,50,Male,Post-Graduate,Single,Savings,1,31,No,850,60K - 80K,547239217.8
4998372714,41,Female,High School,Unknown,Savings,2,45,Yes,737,Less than 40K,547739217.8
4998372715,50,Female,Doctorate,Single,Savings,2,29,No,812,Less than 40K,548039217.8
4998372716,46,Female,College,Divorced,Savings,2,36,No,583,Less than 40K,548239217.8
4998372717,46,Female,Graduate,Married,Savings,1,37,Yes,730,Less than 40K,546302722.9
4998372718,46,Female,Graduate,Married,Savings,2,36,Yes,677,Unknown,546199925
4998372719,51,Female,High School,Married,Savings,2,40,No,748,Less than 40K,548199925
4998372720,51,Female,Graduate,Single,Savings,1,38,Yes,753,40K - 60K,545920234
4998372721,61,Male,Uneducated,Married,Savings,1,36,Yes,634,80K - 120K,545913374.8
4998372722,38,Female,College,Married,Savings,1,29,Yes,622,Unknown,544752432.6
4998372723,44,Female,Graduate,Divorced,Savings,2,36,Yes,699,40K - 60K,544454316.7
4998372724,45,Female,Graduate,Married,Savings,1,38,Yes,570,40K - 60K,546454316.7
4998372725,48,Female,College,Married,Savings,1,33,Yes,552,Less than 40K,546754316.7
4998372726,37,Female,High School,Married,Savings,1,48,No,619,Less than 40K,547754316.7
4998372727,63,Female,Unknown,Single,Savings,1,33,No,714,Less than 40K,548254316.7
4998372728,46,Female,College,Married,Savings,2,32,Yes,503,40K - 60K,545717294
4998372729,50,Female,Uneducated,Single,Savings,1,43,No,685,40K - 60K,545334191.9
4998372730,51,Male,College,Married,Savings,2,35,Yes,606,120K +,545834191.9
4998372731,43,Female,Uneducated,Single,Savings,2,38,Yes,678,Unknown,547834191.9
4998372732,47,Female,High School,Married,Savings,2,31,No,724,Unknown,548034191.9
4998372733,49,Female,Graduate,Married,Savings,1,37,Yes,779,Unknown,548234191.9
4998372734,42,Female,College,Divorced,Savings,2,35,Yes,638,Less than 40K,547190281.9
4998372735,35,Female,High School,Single,Savings,3,50,Yes,610,Less than 40K,548190281.9
4998372736,38,Female,Graduate,Married,Savings,1,57,Yes,646,Unknown,543162120
4998372737,37,Female,College,Single,Savings,1,29,Yes,628,40K - 60K,545162120
4998372738,42,Female,Graduate,Married,Savings,2,32,Yes,528,Less than 40K,548162120
4998372739,50,Female,High School,Married,Savings,2,27,No,432,Unknown,547764643.1
4998372740,42,Female,Unknown,Single,Savings,1,47,No,622,Less than 40K,543428781.2
4998372741,43,Female,College,Unknown,Savings,2,54,Yes,721,40K - 60K,541865978.4
4998372742,44,Male,Graduate,Single,Savings,2,36,Yes,614,80K - 120K,542065978.4
4998372743,44,Female,College,Married,Savings,1,24,Yes,634,Less than 40K,542265978.4
4998372744,48,Female,Doctorate,Single,Savings,2,29,Yes,742,Unknown,544265978.4
4998372745,41,Female,Graduate,Married,Savings,1,45,Yes,516,40K - 60K,546265978.4
4998372746,47,Female,Uneducated,Single,Savings,1,35,Yes,718,40K - 60K,548265978.4
4998372747,42,Female,Uneducated,Married,Savings,2,30,Yes,636,Unknown,548065328.5
4998372748,54,Female,Graduate,Married,Savings,1,36,No,691,Unknown,548265328.5
4998372749,47,Female,High School,Married,Savings,2,37,Yes,698,Unknown,547253147.9
4998372750,43,Female,Graduate,Single,Savings,2,39,Yes,712,40K - 60K,547753147.9
4998372751,44,Female,Graduate,Single,Savings,2,20,No,659,Unknown,548253147.9
4998372752,44,Female,High School,Married,Savings,2,44,No,573,Unknown,547938409.4
4998372753,45,Female,Doctorate,Married,Savings,3,35,Yes,778,Less than 40K,548238409.4
4998372754,40,Female,Graduate,Single,Savings,2,46,Yes,732,Less than 40K,545104493.6
4998372755,50,Female,College,Married,Savings,1,33,No,550,40K - 60K,548104493.6
4998372756,46,Male,High School,Unknown,Savings,2,20,Yes,790,60K - 80K,548068969.4
4998372757,37,Female,College,Married,Savings,4,43,Yes,665,Less than 40K,545665797.2
4998372758,60,Female,Doctorate,Married,Savings,1,43,Yes,728,Unknown,543878903.8
4998372759,39,Female,Unknown,Married,Savings,2,29,Yes,645,40K - 60K,543870482.4
4998372760,50,Female,Graduate,Married,Savings,2,30,Yes,647,Unknown,545870482.4
4998372761,34,Female,Graduate,Married,Savings,2,32,No,596,Less than 40K,547870482.4
4998372762,43,Male,Graduate,Married,Savings,1,40,Yes,610,40K - 60K,548070482.4
4998372763,40,Female,Graduate,Single,Savings,1,36,Yes,512,Less than 40K,548270482.4
4998372764,30,Female,College,Single,Savings,1,37,Yes,768,Unknown,547329143.8
4998372765,38,Female,Uneducated,Married,Savings,1,30,No,666,Unknown,547099462
4998372766,40,Male,Doctorate,Married,Savings,1,30,Yes,700,40K - 60K,547397577.9
4998372767,53,Female,Uneducated,Married,Savings,2,37,Yes,651,Less than 40K,547098404.6
4998372768,44,Female,Graduate,Divorced,Savings,2,26,Yes,542,Less than 40K,547398404.6
4998372769,52,Female,Uneducated,Single,Savings,1,35,Yes,686,Less than 40K,547898404.6
4998372770,42,Female,Graduate,Married,Savings,2,47,Yes,850,Less than 40K,548198404.6
4998372771,42,Female,Graduate,Married,Savings,1,55,No,658,40K - 60K,546100480.3
4998372772,53,Female,Graduate,Single,Savings,2,36,Yes,448,Unknown,545730126.7
4998372773,45,Male,High School,Married,Savings,1,32,Yes,609,60K - 80K,545644863.5
4998372774,34,Male,Graduate,Married,Savings,1,50,Yes,704,40K - 60K,545644337.8
4998372775,56,Female,Graduate,Married,Savings,1,31,No,698,Less than 40K,545643917.5
4998372776,34,Female,Graduate,Unknown,Savings,2,44,Yes,759,Less than 40K,546143917.5
4998372777,35,Female,College,Unknown,Savings,1,56,No,677,Unknown,548143917.5
4998372778,43,Male,College,Single,Savings,2,22,Yes,544,80K - 120K,546442878.8
4998372779,50,Male,Graduate,Married,Savings,1,35,Yes,567,120K +,546742878.8
4998372780,40,Female,College,Single,Savings,1,40,No,490,Less than 40K,547742878.8
4998372781,49,Female,Unknown,Single,Savings,2,34,Yes,626,Less than 40K,548242878.8
4998372782,52,Female,Unknown,Single,Savings,2,43,Yes,718,40K - 60K,547425785
4998372783,40,Male,High School,Married,Savings,1,44,No,616,60K - 80K,547625785
4998372784,56,Female,College,Single,Savings,1,35,No,772,Less than 40K,547825785
4998372785,49,Female,High School,Married,Savings,2,32,Yes,561,Less than 40K,548025785
4998372786,50,Male,Graduate,Single,Savings,2,49,No,814,60K - 80K,548225785
4998372787,39,Male,Graduate,Married,Savings,1,56,No,651,60K - 80K,546892802.1
4998372788,33,Female,Doctorate,Unknown,Savings,1,42,Yes,538,Unknown,547892802.1
4998372789,52,Female,Graduate,Single,Savings,1,26,Yes,600,Less than 40K,546261098.2
4998372790,42,Female,High School,Single,Savings,1,35,Yes,654,Less than 40K,545358006.7
4998372791,49,Male,Graduate,Married,Savings,2,40,Yes,622,80K - 120K,545354901.2
4998372792,44,Female,Uneducated,Single,Savings,1,28,No,682,40K - 60K,547354901.2
4998372793,39,Female,College,Single,Savings,2,37,Yes,610,40K - 60K,547854901.2
4998372794,45,Female,Post-Graduate,Married,Savings,1,36,Yes,795,Less than 40K,547645882.3
4998372795,47,Male,Graduate,Married,Savings,2,27,No,557,60K - 80K,548145882.3
4998372796,62,Male,Unknown,Single,Savings,1,49,Yes,824,Unknown,548143860.3
4998372797,46,Male,College,Married,Savings,2,27,Yes,698,60K - 80K,544101446.9
4998372798,52,Female,High School,Single,Savings,2,36,Yes,630,Unknown,546101446.9
4998372799,48,Female,High School,Unknown,Savings,1,71,Yes,609,Less than 40K,548101446.9
4998372800,49,Female,Unknown,Married,Savings,2,47,Yes,694,Less than 40K,545976494
4998372801,42,Female,Uneducated,Married,Savings,1,58,Yes,681,Unknown,542111249.5
4998372802,49,Female,Unknown,Single,Savings,1,32,Yes,721,40K - 60K,541327422.7
4998372803,51,Male,Unknown,Married,Savings,2,44,Yes,563,80K - 120K,540362508.4
4998372804,53,Female,Graduate,Married,Savings,1,32,Yes,654,Less than 40K,539531891.7
4998372805,49,Female,Graduate,Unknown,Savings,2,27,Yes,659,40K - 60K,539312435.7
4998372806,55,Female,College,Single,Savings,1,44,No,674,Less than 40K,539310063.7
4998372807,46,Female,Uneducated,Married,Savings,1,44,Yes,576,40K - 60K,539810063.7
4998372808,34,Female,High School,Married,Savings,2,54,Yes,566,40K - 60K,544810063.7
4998372809,44,Male,High School,Single,Savings,2,37,No,545,40K - 60K,547810063.7
4998372810,39,Male,Graduate,Single,Savings,2,36,Yes,798,80K - 120K,548210063.7
4998372811,47,Female,Post-Graduate,Unknown,Savings,1,38,Yes,757,40K - 60K,546194771.4
4998372812,49,Female,Uneducated,Married,Savings,2,50,Yes,641,Less than 40K,545458896.4
4998372813,46,Female,Graduate,Single,Savings,1,29,Yes,718,Unknown,545458588
4998372814,42,Male,High School,Divorced,Savings,1,64,Yes,699,80K - 120K,547458588
4998372815,31,Female,High School,Single,Savings,1,35,Yes,623,Less than 40K,547958588
4998372816,48,Female,Post-Graduate,Married,Savings,1,40,Yes,644,Unknown,548258588
4998372817,52,Female,Doctorate,Married,Savings,1,58,Yes,586,Less than 40K,546485049.2
4998372818,39,Female,Graduate,Married,Savings,2,30,Yes,500,40K - 60K,547485049.2
4998372819,43,Female,Unknown,Single,Savings,2,42,Yes,583,Less than 40K,547885049.2
4998372820,57,Female,College,Single,Savings,1,26,Yes,595,Less than 40K,548185049.2
4998372821,46,Male,College,Single,Savings,1,43,No,670,60K - 80K,548045513
4998372822,45,Female,Uneducated,Married,Savings,3,41,No,610,Less than 40K,546405650.1
4998372823,45,Female,Graduate,Unknown,Savings,2,72,No,814,40K - 60K,545782630.2
4998372824,41,Female,Uneducated,Unknown,Savings,1,40,Yes,660,Unknown,545779782.7
4998372825,46,Female,High School,Married,Savings,1,35,No,580,Less than 40K,545778560.9
4998372826,51,Female,Unknown,Unknown,Savings,2,81,Yes,850,Less than 40K,545776015.4
4998372827,48,Female,Graduate,Married,Savings,2,35,No,676,Unknown,544374499.8
4998372828,37,Male,High School,Single,Savings,1,46,Yes,578,120K +,544674499.8
4998372829,41,Female,College,Divorced,Savings,1,33,Yes,579,Less than 40K,544974499.8
4998372830,47,Male,Uneducated,Divorced,Savings,1,52,No,711,80K - 120K,547974499.8
4998372831,35,Female,Unknown,Married,Savings,1,40,No,692,Less than 40K,548274499.8
4998372832,43,Male,Unknown,Single,Savings,2,33,No,760,60K - 80K,548096420.6
4998372833,57,Female,High School,Unknown,Savings,3,51,No,630,40K - 60K,548097794.3
4998372834,30,Female,Graduate,Single,Savings,2,32,Yes,808,Less than 40K,546308020
4998372835,47,Male,Graduate,Unknown,Savings,1,36,Yes,611,40K - 60K,545534113.5
4998372836,34,Male,Uneducated,Single,Savings,1,42,Yes,697,60K - 80K,545934113.5
4998372837,41,Female,High School,Married,Savings,1,38,Yes,655,Unknown,546234113.5
4998372838,36,Male,College,Single,Savings,2,28,Yes,601,80K - 120K,548234113.5
4998372839,47,Female,Graduate,Divorced,Savings,1,42,Yes,755,Less than 40K,546723705.2
4998372840,53,Female,Graduate,Married,Savings,1,37,Yes,553,Less than 40K,546534461
4998372841,52,Female,Graduate,Married,Savings,2,28,Yes,723,Less than 40K,546934461
4998372842,49,Male,College,Married,Savings,2,34,Yes,507,80K - 120K,547934461
4998372843,52,Female,High School,Single,Savings,2,43,Yes,777,Less than 40K,548234461
4998372844,48,Female,Unknown,Unknown,Savings,1,34,No,566,Unknown,546726028.2
4998372845,46,Female,Graduate,Married,Savings,2,26,Yes,732,Unknown,544486296.9
4998372846,26,Female,Graduate,Single,Savings,2,42,Yes,697,Less than 40K,544484246.5
4998372847,40,Female,High School,Single,Savings,1,29,Yes,555,Unknown,545484246.5
4998372848,39,Female,Graduate,Single,Savings,2,62,No,584,Less than 40K,545784246.5
4998372849,40,Female,Uneducated,Divorced,Savings,1,44,Yes,705,40K - 60K,546784246.5
4998372850,51,Male,Unknown,Married,Savings,1,38,Yes,688,80K - 120K,547784246.5
4998372851,43,Female,Graduate,Married,Savings,2,37,Yes,626,Less than 40K,548084246.5
4998372852,46,Female,Uneducated,Unknown,Savings,1,76,Yes,636,40K - 60K,548083231.7
4998372853,46,Male,High School,Married,Savings,1,35,Yes,719,120K +,547738652
4998372854,58,Male,High School,Divorced,Savings,2,30,No,706,60K - 80K,546999040
4998372855,46,Male,Graduate,Divorced,Savings,2,41,Yes,731,60K - 80K,547399040
4998372856,50,Male,Graduate,Single,Savings,3,49,Yes,738,80K - 120K,547799040
4998372857,37,Female,College,Married,Savings,2,34,Yes,426,Unknown,548199040
4998372858,55,Female,College,Married,Savings,2,36,Yes,622,40K - 60K,546396466.3
4998372859,52,Female,College,Married,Savings,2,30,Yes,701,Unknown,545506384.7
4998372860,48,Female,High School,Married,Savings,1,51,Yes,512,Less than 40K,547506384.7
4998372861,46,Male,Graduate,Single,Savings,2,41,Yes,635,60K - 80K,547906384.7
4998372862,49,Female,Uneducated,Single,Savings,1,33,Yes,685,Less than 40K,548206384.7
4998372863,55,Male,Uneducated,Single,Savings,2,53,No,609,120K +,547986136.7
4998372864,52,Female,Unknown,Married,Savings,1,38,Yes,598,40K - 60K,547460360.5
4998372865,44,Female,Graduate,Married,Savings,1,52,Yes,708,Unknown,545799870.5
4998372866,42,Male,Graduate,Married,Savings,1,36,Yes,574,60K - 80K,547799870.5
4998372867,41,Female,High School,Single,Savings,4,44,No,629,Less than 40K,548199870.5
4998372868,48,Female,Graduate,Unknown,Savings,2,54,Yes,422,Less than 40K,547991052.2
4998372869,42,Female,Uneducated,Divorced,Savings,1,28,Yes,656,Unknown,542346600.2
4998372870,43,Female,High School,Unknown,Savings,3,32,Yes,697,Less than 40K,538603514.4
4998372871,42,Male,Graduate,Single,Savings,3,52,Yes,718,60K - 80K,536504073.3
4998372872,49,Male,College,Unknown,Savings,2,37,No,586,80K - 120K,535714359.4
4998372873,50,Female,Graduate,Single,Savings,2,37,Yes,481,Less than 40K,536214359.4
4998372874,43,Male,Unknown,Single,Savings,1,33,Yes,749,60K - 80K,546214359.4
4998372875,54,Male,High School,Married,Savings,1,49,Yes,561,120K +,548214359.4
4998372876,48,Female,Graduate,Unknown,Savings,1,27,No,676,Less than 40K,548210499.9
4998372877,57,Female,Graduate,Married,Savings,1,43,Yes,615,Less than 40K,547919329
4998372878,54,Male,College,Single,Savings,2,39,Yes,582,60K - 80K,547419329
4998372879,56,Male,Graduate,Divorced,Savings,1,40,No,601,120K +,547419479
4998372880,48,Male,Graduate,Married,Savings,1,34,No,708,120K +,547419500
4998372881,49,Female,College,Married,Savings,2,42,Yes,708,Less than 40K,547419500.7
4998372882,46,Female,Graduate,Single,Savings,1,33,No,797,Less than 40K,547419501.5
4998372883,58,Female,College,Married,Savings,2,26,Yes,682,Less than 40K,547419651.5
4998372884,59,Female,Doctorate,Married,Savings,2,39,No,694,Less than 40K,547419672.5
4998372885,37,Female,Unknown,Married,Savings,1,40,Yes,490,40K - 60K,547419673.2
4998372886,38,Female,High School,Married,Savings,1,42,Yes,828,Less than 40K,547419674
4998372887,47,Female,Uneducated,Divorced,Savings,1,38,Yes,594,Unknown,547419824
4998372888,41,Male,Post-Graduate,Single,Savings,2,33,Yes,579,80K - 120K,547419845
4998372889,48,Female,Graduate,Married,Savings,2,35,No,723,Less than 40K,547419845.7
4998372890,36,Female,Unknown,Divorced,Savings,3,42,Yes,619,Unknown,547419846.5
4998372891,40,Male,High School,Married,Savings,1,30,No,794,80K - 120K,547419996.5
4998372892,38,Male,Uneducated,Single,Savings,1,44,Yes,674,80K - 120K,547420017.5
4998372893,43,Female,Graduate,Unknown,Savings,1,28,Yes,418,Unknown,547420018.2
4998372894,61,Female,High School,Single,Savings,2,33,Yes,502,Unknown,547420019
4998372895,48,Female,Graduate,Married,Savings,1,50,Yes,678,40K - 60K,547420169
4998372896,43,Female,Unknown,Married,Savings,2,40,Yes,599,Less than 40K,547420190
4998372897,38,Male,College,Married,Savings,2,29,No,736,80K - 120K,547420190.7
4998372898,52,Female,High School,Single,Savings,1,60,Yes,430,Less than 40K,547420191.5
4998372899,44,Male,Unknown,Married,Savings,1,45,Yes,537,120K +,547420341.5
4998372900,40,Female,Uneducated,Single,Savings,1,30,Yes,683,Unknown,547420362.5
4998372901,48,Female,Post-Graduate,Married,Savings,1,31,No,828,40K - 60K,547420363.2
4998372902,46,Male,Graduate,Single,Savings,1,29,Yes,691,80K - 120K,547420364
4998372903,44,Female,Graduate,Married,Savings,2,28,Yes,608,Unknown,547320364
4998372904,42,Female,College,Married,Savings,1,60,Yes,691,Less than 40K,547120364
4998372905,34,Female,Unknown,Married,Savings,2,39,No,718,Less than 40K,546820364
4998372906,39,Male,Uneducated,Married,Savings,3,31,Yes,680,60K - 80K,546520364
4998372907,57,Female,Doctorate,Married,Savings,2,41,Yes,838,Unknown,531520364
4998372908,40,Female,Post-Graduate,Divorced,Savings,2,31,No,695,Unknown,516520364
4998372909,36,Male,Graduate,Married,Savings,1,46,Yes,681,80K - 120K,509873033.6
4998372910,43,Female,Graduate,Divorced,Savings,1,36,Yes,762,Less than 40K,494873033.6
4998372911,38,Female,High School,Married,Savings,2,38,No,751,Less than 40K,479873033.6
4998372912,36,Female,College,Married,Savings,1,28,Yes,678,Unknown,484873033.6
4998372913,40,Female,Graduate,Single,Savings,2,37,Yes,634,Less than 40K,499873033.6
4998372914,51,Female,High School,Single,Savings,2,37,Yes,749,Unknown,514873033.6
4998372915,41,Female,Unknown,Unknown,Savings,1,37,Yes,590,Less than 40K,529873033.6
4998372916,43,Female,Graduate,Single,Savings,2,27,Yes,610,Unknown,543873033.6
4998372917,43,Female,Graduate,Unknown,Savings,2,33,No,502,Less than 40K,543523033.6
4998372918,53,Female,College,Married,Savings,2,40,No,578,Less than 40K,546170363.6
4998372919,55,Female,Graduate,Single,Savings,2,32,Yes,547,40K - 60K,545870363.6
4998372920,38,Female,Unknown,Married,Savings,2,27,Yes,579,Less than 40K,545570363.6
4998372921,42,Female,Graduate,Married,Savings,2,39,No,661,Less than 40K,545270363.6
4998372922,34,Female,Graduate,Single,Savings,2,46,Yes,794,Less than 40K,544970363.6
4998372923,40,Female,High School,Single,Savings,2,61,No,719,Less than 40K,544670363.6
4998372924,40,Female,Doctorate,Married,Savings,2,69,Yes,728,40K - 60K,544370363.6
4998372925,35,Female,High School,Married,Savings,1,19,Yes,598,Less than 40K,544070363.6
4998372926,51,Female,Graduate,Single,Savings,2,46,Yes,822,Less than 40K,543850363.6
4998372927,53,Male,Graduate,Unknown,Savings,1,40,Yes,670,80K - 120K,546850363.6
4998372928,43,Female,Graduate,Divorced,Savings,1,28,Yes,850,Less than 40K,546650363.6
4998372929,46,Female,High School,Single,Current,1,68,No,723,40K - 60K,546850363.6
4998372930,37,Male,High School,Married,Savings,2,42,Yes,705,120K +,546714562.6
4998372931,47,Female,College,Married,Savings,1,40,Yes,677,Unknown,546474562.6
4998372932,45,Female,High School,Married,Savings,1,43,Yes,736,Less than 40K,544539062.6
4998372933,50,Female,Doctorate,Married,Savings,1,47,No,661,Unknown,547539062.6
4998372934,46,Female,Graduate,Single,Savings,2,38,No,501,Unknown,545848570.6
4998372935,50,Male,Unknown,Single,Savings,1,29,Yes,516,120K +,545748570.6
4998372936,49,Female,Graduate,Divorced,Savings,2,59,Yes,517,40K - 60K,545648570.6
